"","Regulon","CellType","RelativeActivity"
"1426","TAF7(+)","ActMono",0.837199214909172
"1428","TBL1XR1(+)","ActMono",0.720308191587604
"1429","TBP(+)","ActMono",0.58488306719888
"1432","TBX6(+)","ActMono",0.624060226681103
"1433","TCF12(+)","ActMono",1.36891988667218
"1434","TCF3(+)","ActMono",1.14469032362624
"1435","TCF4(+)","ActMono",0.407304338250572
"1436","TCF7(+)","ActMono",0.0862130906322709
"1437","TCF7L2(+)","ActMono",0.377401472279381
"1438","TCFL5(+)","ActMono",1.51814666730886
"1441","TFEB(+)","ActMono",0.493160881560073
"1442","TFEC(+)","ActMono",0.863801621673903
"1443","THAP1(+)","ActMono",1.46157067545351
"1445","TRIM28(+)","ActMono",0.928420769626058
"1446","TRPS1(+)","ActMono",0.47056839774724
"1447","UBTF(+)","ActMono",0.773314203611108
"1448","USF1(+)","ActMono",0.644864780887757
"1449","USF2(+)","ActMono",0.252199338704943
"1451","WRNIP1(+)","ActMono",0.295894479781883
"1452","XBP1(+)","ActMono",0.452765791601739
"1453","XRCC4(+)","ActMono",0.964079503484043
"1454","YY1(+)","ActMono",0.557340037945713
"1456","ZBTB14(+)","ActMono",0.336188040091669
"1457","ZBTB16(+)","ActMono",0.506143307362415
"1458","ZBTB17(+)","ActMono",0.717561216328035
"1459","ZBTB33(+)","ActMono",1.0099495350191
"1460","ZBTB7A(+)","ActMono",0.355215233503792
"1461","ZBTB7B(+)","ActMono",0.397330311395118
"1462","ZEB1(+)","ActMono",0.217596797221804
"1463","ZFP1(+)","ActMono",0.0853745277641102
"1464","ZFX(+)","ActMono",0.726891116022296
"1465","ZFY(+)","ActMono",0.646606382712353
"1467","ZMIZ1(+)","ActMono",0.575214371703622
"1468","ZNF121(+)","ActMono",0.393481700233085
"1469","ZNF143(+)","ActMono",0.693804183378193
"1470","ZNF200(+)","ActMono",0.224609897799826
"1471","ZNF236(+)","ActMono",0.500263669143194
"1472","ZNF254(+)","ActMono",0.863571468691824
"1473","ZNF274(+)","ActMono",1.27947134909287
"1474","ZNF319(+)","ActMono",1.25562869698114
"1475","ZNF350(+)","ActMono",0.257500707059147
"1476","ZNF358(+)","ActMono",0.689252622875643
"1477","ZNF362(+)","ActMono",1.00453283498884
"1478","ZNF384(+)","ActMono",0.761606762372565
"1479","ZNF43(+)","ActMono",0.915201445025843
"1480","ZNF444(+)","ActMono",1.59456980834388
"1481","ZNF467(+)","ActMono",0.0883028240139534
"1483","ZNF570(+)","ActMono",0.0231422847819347
"1485","ZNF597(+)","ActMono",0.154929703939124
"1486","ZNF669(+)","ActMono",0.134091234500774
"1487","ZNF76(+)","ActMono",0.494324982476143
"1488","ZNF84(+)","ActMono",1.36172041406151
"1489","ZNF844(+)","ActMono",0.361398480406048
"1496","ARNTL2(+)","CD16+Mono",0.1978544477523
"1497","ASCL2(+)","CD16+Mono",0.59635858000381
"1500","ATF3(+)","CD16+Mono",0.0917055553585936
"1501","ATF4(+)","CD16+Mono",0.21705984518675
"1507","BATF3(+)","CD16+Mono",2.48581277987433
"1508","BCL11A(+)","CD16+Mono",0.938371731647042
"1512","BHLHE40(+)","CD16+Mono",0.207207427206706
"1515","BRF2(+)","CD16+Mono",1.48383281143222
"1517","CEBPB(+)","CD16+Mono",0.963809016945248
"1520","CEBPG(+)","CD16+Mono",0.0799189848789724
"1529","CREBL2(+)","CD16+Mono",0.399424021856784
"1530","CREM(+)","CD16+Mono",0.215940012487624
"1531","CTCF(+)","CD16+Mono",0.318117924652557
"1532","CUX1(+)","CD16+Mono",2.42146841625727
"1534","DEAF1(+)","CD16+Mono",0.0712614768982637
"1536","E2F2(+)","CD16+Mono",1.25673017409372
"1538","E2F4(+)","CD16+Mono",0.485797755839007
"1539","E2F5(+)","CD16+Mono",0.506885413073576
"1540","E2F6(+)","CD16+Mono",0.690197982434785
"1541","EGR1(+)","CD16+Mono",0.159300761001714
"1546","ELF3(+)","CD16+Mono",0.542147867980918
"1548","ELK1(+)","CD16+Mono",0.302820565954823
"1550","ELK4(+)","CD16+Mono",0.375503742375395
"1551","EP300(+)","CD16+Mono",0.0326574097598092
"1553","ESRRA(+)","CD16+Mono",1.56489537968712
"1555","ETS2(+)","CD16+Mono",0.346722520210259
"1556","ETV2(+)","CD16+Mono",0.0519118316155383
"1558","ETV5(+)","CD16+Mono",0.750361838897407
"1559","ETV6(+)","CD16+Mono",0.171333570418477
"1560","ETV7(+)","CD16+Mono",0.70483383016446
"1561","EZH2(+)","CD16+Mono",0.224125440978759
"1573","FOXO4(+)","CD16+Mono",0.0258791495021772
"1574","FOXP1(+)","CD16+Mono",0.300227792780024
"1577","GABPB1(+)","CD16+Mono",0.968732222861487
"1580","GATA3(+)","CD16+Mono",0.333964257920192
"1581","GTF2F1(+)","CD16+Mono",0.442669921182718
"1584","HCFC1(+)","CD16+Mono",0.219178299742718
"1585","HDAC2(+)","CD16+Mono",0.608310086684788
"1586","HES1(+)","CD16+Mono",0.807308314113272
"1588","HMGA1(+)","CD16+Mono",0.497509845111945
"1591","HMGN3(+)","CD16+Mono",0.602724160564653
"1592","HOXA10(+)","CD16+Mono",0.401441471424655
"1593","HOXB4(+)","CD16+Mono",0.433237932613371
"1595","ID1(+)","CD16+Mono",0.619270193591215
"1596","IKZF1(+)","CD16+Mono",1.61888602870341
"1598","IRF1(+)","CD16+Mono",0.30729034012045
"1599","IRF2(+)","CD16+Mono",0.423543459420009
"1601","IRF4(+)","CD16+Mono",0.866505798351327
"1603","IRF7(+)","CD16+Mono",0.419739183324529
"1605","IRF9(+)","CD16+Mono",0.303968528025031
"1609","JUND(+)","CD16+Mono",0.0967577896513896
"1611","KDM5B(+)","CD16+Mono",0.194292918623819
"1613","KLF11(+)","CD16+Mono",1.14788576426617
"1614","KLF12(+)","CD16+Mono",2.04514217292556
"1616","KLF16(+)","CD16+Mono",0.172651968321291
"1617","KLF2(+)","CD16+Mono",1.5076970132017
"1618","KLF3(+)","CD16+Mono",1.67405217285588
"1619","KLF4(+)","CD16+Mono",1.91319236736266
"1625","MAFB(+)","CD16+Mono",0.551259359203913
"1631","MAZ(+)","CD16+Mono",0.689263227959307
"1633","MEF2B(+)","CD16+Mono",0.502714766143845
"1634","MEF2D(+)","CD16+Mono",0.205480439268654
"1637","MLX(+)","CD16+Mono",0.35823879423504
"1638","MLXIP(+)","CD16+Mono",0.518867283231356
"1644","MYBL1(+)","CD16+Mono",0.526265935836083
"1645","MYC(+)","CD16+Mono",0.448014482401635
"1646","NELFE(+)","CD16+Mono",0.878937728513061
"1650","NFE2L2(+)","CD16+Mono",2.20565322987987
"1657","NFYB(+)","CD16+Mono",0.622141491478615
"1658","NR1D1(+)","CD16+Mono",1.86848599454629
"1660","NR1H2(+)","CD16+Mono",0.869540747811767
"1661","NR2C1(+)","CD16+Mono",0.157188367075081
"1663","NR2F6(+)","CD16+Mono",0.0906327143795399
"1666","NR6A1(+)","CD16+Mono",1.98456065739856
"1669","PBX3(+)","CD16+Mono",0.710592773984495
"1674","POLE4(+)","CD16+Mono",0.50416799052418
"1675","POLR2A(+)","CD16+Mono",0.643708496930225
"1676","POLR3A(+)","CD16+Mono",0.166088073698842
"1680","PRKAA1(+)","CD16+Mono",0.871038623326099
"1682","RARA(+)","CD16+Mono",1.39684356397309
"1683","RARG(+)","CD16+Mono",0.453063111996675
"1685","RBBP5(+)","CD16+Mono",0.16258179855359
"1686","RCOR1(+)","CD16+Mono",0.13222972240447
"1687","REL(+)","CD16+Mono",2.28424814087694
"1689","RELB(+)","CD16+Mono",0.0546794425161325
"1690","REST(+)","CD16+Mono",0.386916712562877
"1692","RFX5(+)","CD16+Mono",0.276378059124766
"1693","RFXANK(+)","CD16+Mono",0.179976351798016
"1694","RFXAP(+)","CD16+Mono",0.0488382992723467
"1696","RUNX3(+)","CD16+Mono",1.80135172091013
"1698","SETDB1(+)","CD16+Mono",0.510023556014232
"1699","SIN3A(+)","CD16+Mono",0.407264839147613
"1700","SMARCA4(+)","CD16+Mono",0.315172612823089
"1701","SMARCC1(+)","CD16+Mono",1.11396865967644
"1703","SMC3(+)","CD16+Mono",1.36998407782748
"1707","SP2(+)","CD16+Mono",0.246153372190896
"1708","SP3(+)","CD16+Mono",1.02838757059109
"1710","SPI1(+)","CD16+Mono",1.22777616082843
"1711","SPIB(+)","CD16+Mono",0.60799687687974
"1713","SREBF2(+)","CD16+Mono",0.18863333200682
"1714","SRF(+)","CD16+Mono",0.267484074394243
"1715","STAT1(+)","CD16+Mono",0.0785481543126007
"1720","STAT6(+)","CD16+Mono",0.286449181104415
"1721","SUPT20H(+)","CD16+Mono",0.219943021078017
"1726","TBL1XR1(+)","CD16+Mono",0.722910552054109
"1728","TBX19(+)","CD16+Mono",1.25303673140484
"1731","TCF12(+)","CD16+Mono",0.69231198223788
"1732","TCF3(+)","CD16+Mono",1.0185562294772
"1733","TCF4(+)","CD16+Mono",0.73731767736822
"1734","TCF7(+)","CD16+Mono",0.0928106348371493
"1735","TCF7L2(+)","CD16+Mono",2.41860776534776
"1739","TFEB(+)","CD16+Mono",0.344644984895335
"1742","THAP11(+)","CD16+Mono",0.113897600623098
"1747","USF2(+)","CD16+Mono",0.200798164782848
"1749","WRNIP1(+)","CD16+Mono",0.380175090652096
"1751","XRCC4(+)","CD16+Mono",0.20952768934279
"1752","YY1(+)","CD16+Mono",0.0975561427824599
"1756","ZBTB17(+)","CD16+Mono",0.701915928461164
"1758","ZBTB7A(+)","CD16+Mono",2.3971109289157
"1761","ZFP1(+)","CD16+Mono",0.262723178916193
"1762","ZFX(+)","CD16+Mono",0.170107329108227
"1764","ZHX1(+)","CD16+Mono",1.69184355651599
"1766","ZNF121(+)","CD16+Mono",0.525809237163731
"1767","ZNF143(+)","CD16+Mono",0.866575075161567
"1769","ZNF236(+)","CD16+Mono",0.547726759824343
"1771","ZNF274(+)","CD16+Mono",0.129593832734443
"1778","ZNF444(+)","CD16+Mono",0.247823481546575
"1779","ZNF467(+)","CD16+Mono",0.105381191368796
"1781","ZNF570(+)","CD16+Mono",0.159495290758913
"1783","ZNF597(+)","CD16+Mono",0.317927616357756
"1785","ZNF76(+)","CD16+Mono",1.91396471416339
"1787","ZNF844(+)","CD16+Mono",0.142891992101732
"1794","ARNTL2(+)","DC",0.394222100154143
"1795","ASCL2(+)","DC",0.527765473967096
"1799","ATF4(+)","DC",0.0184859463146274
"1804","BACH2(+)","DC",0.48283735787027
"1806","BCL11A(+)","DC",0.514285321710761
"1810","BHLHE40(+)","DC",0.260529626915279
"1814","CEBPA(+)","DC",0.986620388827608
"1819","CEBPZ(+)","DC",0.512140287107609
"1823","CREB3(+)","DC",0.692647146394092
"1824","CREB3L2(+)","DC",0.115462084873554
"1825","CREB3L4(+)","DC",0.586933675915482
"1828","CREM(+)","DC",0.412601941328922
"1831","DBP(+)","DC",0.10450916631733
"1834","E2F2(+)","DC",0.0617456990741788
"1836","E2F4(+)","DC",1.06798981311815
"1837","E2F5(+)","DC",0.105376388791928
"1838","E2F6(+)","DC",0.636381669042194
"1846","ELK1(+)","DC",0.227271477514377
"1856","ETV5(+)","DC",0.376841299971087
"1865","FOXJ2(+)","DC",0.0112434603173405
"1869","FOXO1(+)","DC",0.322402092421169
"1883","HDAC2(+)","DC",0.552355398771247
"1886","HMGA1(+)","DC",0.465096753577454
"1888","HMGB3(+)","DC",0.0429614687644837
"1889","HMGN3(+)","DC",0.426103613069822
"1890","HOXA10(+)","DC",1.29989343044005
"1891","HOXB4(+)","DC",0.236796172447353
"1893","ID1(+)","DC",0.444002271752971
"1902","IRF8(+)","DC",0.532072726668462
"1917","KLF4(+)","DC",0.0540813568415584
"1922","MAF(+)","DC",0.70347738100867
"1929","MAZ(+)","DC",0.617071499259618
"1930","MEF2A(+)","DC",0.660578492811198
"1935","MLX(+)","DC",0.161738134199595
"1936","MLXIP(+)","DC",0.117725903074569
"1945","NF1(+)","DC",2.43671807268668
"1949","NFE2L3(+)","DC",0.0124304840518659
"1955","NFYB(+)","DC",1.47801917670101
"1956","NR1D1(+)","DC",0.12592627062039
"1957","NR1D2(+)","DC",0.188352139757487
"1963","NR4A2(+)","DC",1.37099591821859
"1964","NR6A1(+)","DC",0.00935559221337201
"1971","POLE3(+)","DC",1.32300225837729
"1977","PRDM1(+)","DC",0.253105235506001
"1982","RB1(+)","DC",0.394397255429473
"1985","REL(+)","DC",0.123786476603669
"1988","REST(+)","DC",0.25615270735613
"1990","RFX5(+)","DC",1.11347980141361
"1991","RFXANK(+)","DC",0.288571584706642
"1993","RUNX2(+)","DC",0.758182182579485
"1998","SMARCA4(+)","DC",0.480543545229297
"2009","SPIB(+)","DC",1.42439384318072
"2026","TBX19(+)","DC",0.852175575558951
"2028","TBX6(+)","DC",0.0996504189800174
"2031","TCF4(+)","DC",0.350873894186203
"2038","TFEC(+)","DC",0.421465846253556
"2041","TRIM28(+)","DC",0.846835985386199
"2057","ZBTB7B(+)","DC",0.218381287654257
"2067","ZNF236(+)","DC",0.57394281577715
"2071","ZNF350(+)","DC",0.214366575624421
"2072","ZNF358(+)","DC",0.240638921761404
"2074","ZNF384(+)","DC",0.190282498719912
"2078","ZNF493(+)","DC",0.171542191241293
"2086","ZNF92(+)","DC",0.373089088022457
"2089","ARID5A(+)","NEU(2)",0.468231320000894
"2091","ARNTL(+)","NEU(2)",0.88675632472066
"2093","ASCL2(+)","NEU(2)",0.720455809818708
"2095","ATF2(+)","NEU(2)",0.15746956398351
"2098","ATF5(+)","NEU(2)",0.105755375471679
"2099","ATF6(+)","NEU(2)",0.539211094721102
"2102","BACH2(+)","NEU(2)",2.51622879856608
"2106","BCL6(+)","NEU(2)",0.0908442407145919
"2107","BCLAF1(+)","NEU(2)",0.00721471529586208
"2108","BHLHE40(+)","NEU(2)",0.00208722779862593
"2110","BRF1(+)","NEU(2)",0.389935784931151
"2111","BRF2(+)","NEU(2)",0.103189791771016
"2112","CEBPA(+)","NEU(2)",0.0329297017614245
"2117","CEBPZ(+)","NEU(2)",0.758799487008348
"2118","CHD2(+)","NEU(2)",0.229661259341435
"2119","CNOT3(+)","NEU(2)",0.492783890744589
"2120","CREB1(+)","NEU(2)",0.592440261599879
"2121","CREB3(+)","NEU(2)",0.133342782675432
"2122","CREB3L2(+)","NEU(2)",0.80483087669688
"2123","CREB3L4(+)","NEU(2)",0.256520146369424
"2124","CREB5(+)","NEU(2)",0.194999492587907
"2125","CREBL2(+)","NEU(2)",0.484317051780377
"2126","CREM(+)","NEU(2)",0.115832905609847
"2127","CTCF(+)","NEU(2)",0.0732794743355808
"2129","DBP(+)","NEU(2)",0.243797092046913
"2130","DEAF1(+)","NEU(2)",0.30269642694196
"2133","E2F3(+)","NEU(2)",0.00234053555422223
"2134","E2F4(+)","NEU(2)",0.611375568464855
"2135","E2F5(+)","NEU(2)",0.273660399145101
"2136","E2F6(+)","NEU(2)",0.0121714496381074
"2138","EGR2(+)","NEU(2)",0.0420070943278597
"2139","EGR3(+)","NEU(2)",0.421688502598696
"2141","ELF2(+)","NEU(2)",0.128164798891534
"2142","ELF3(+)","NEU(2)",0.0105641819131639
"2143","ELF4(+)","NEU(2)",0.0677046911418513
"2144","ELK1(+)","NEU(2)",0.271218617035431
"2146","ELK4(+)","NEU(2)",0.221662652618093
"2150","ETS1(+)","NEU(2)",2.00022944296226
"2153","ETV3(+)","NEU(2)",0.333421677629872
"2156","ETV7(+)","NEU(2)",0.097194699290419
"2158","FLI1(+)","NEU(2)",0.1410585069843
"2160","FOSB(+)","NEU(2)",0.0900779426863829
"2162","FOSL2(+)","NEU(2)",0.0374551614370613
"2164","FOXJ3(+)","NEU(2)",0.706525963211003
"2165","FOXK2(+)","NEU(2)",0.490160763262952
"2167","FOXO1(+)","NEU(2)",0.714913999491156
"2168","FOXO3(+)","NEU(2)",0.0919143645219765
"2169","FOXO4(+)","NEU(2)",0.0986478010348164
"2170","FOXP1(+)","NEU(2)",0.475145343829118
"2171","FOXP4(+)","NEU(2)",0.276237452712462
"2176","GATA3(+)","NEU(2)",0.174555188932674
"2177","GTF2F1(+)","NEU(2)",0.485582842076445
"2183","HIC1(+)","NEU(2)",0.160643997515968
"2184","HMGA1(+)","NEU(2)",0.369004593038362
"2186","HMGB3(+)","NEU(2)",1.33767992194866
"2187","HMGN3(+)","NEU(2)",0.668646997821354
"2188","HOXA10(+)","NEU(2)",0.416762422790993
"2190","HSF1(+)","NEU(2)",1.25952586248524
"2191","ID1(+)","NEU(2)",0.000449786092385673
"2193","IKZF2(+)","NEU(2)",0.259516555227564
"2196","IRF3(+)","NEU(2)",0.407140407483846
"2201","IRF9(+)","NEU(2)",0.077953567083527
"2202","JDP2(+)","NEU(2)",0.460673897836629
"2206","KDM5A(+)","NEU(2)",0.990075796157554
"2207","KDM5B(+)","NEU(2)",0.479784994521802
"2209","KLF11(+)","NEU(2)",0.344101088886933
"2210","KLF12(+)","NEU(2)",0.0826279961448723
"2212","KLF16(+)","NEU(2)",0.0431224545387393
"2215","KLF4(+)","NEU(2)",0.268119237363094
"2218","LEF1(+)","NEU(2)",0.291103114438382
"2219","LMO2(+)","NEU(2)",1.37146524738516
"2220","MAF(+)","NEU(2)",0.636114604566269
"2222","MAFF(+)","NEU(2)",0.0235276721120844
"2223","MAFG(+)","NEU(2)",0.797157649333511
"2224","MAFK(+)","NEU(2)",0.229274059603769
"2227","MAZ(+)","NEU(2)",0.522106451160375
"2228","MEF2A(+)","NEU(2)",0.0867425151302645
"2230","MEF2D(+)","NEU(2)",0.793889148082354
"2231","MGA(+)","NEU(2)",0.143475240168575
"2233","MLX(+)","NEU(2)",0.152477349425174
"2234","MLXIP(+)","NEU(2)",0.270345369996086
"2235","MNT(+)","NEU(2)",0.22596385497871
"2240","MYBL1(+)","NEU(2)",1.21120961349934
"2242","NELFE(+)","NEU(2)",0.392785764643594
"2243","NF1(+)","NEU(2)",0.439715329733215
"2245","NFE2L1(+)","NEU(2)",0.0228443500090411
"2246","NFE2L2(+)","NEU(2)",0.350185263112263
"2247","NFE2L3(+)","NEU(2)",0.687146817656215
"2248","NFIC(+)","NEU(2)",0.790427682481916
"2250","NFKB1(+)","NEU(2)",0.75003309928599
"2251","NFKB2(+)","NEU(2)",0.0682303414172313
"2252","NFYA(+)","NEU(2)",0.482544933181352
"2255","NR1D2(+)","NEU(2)",1.02959342072917
"2258","NR2C2(+)","NEU(2)",0.758955807017916
"2260","NR3C1(+)","NEU(2)",0.217323601242916
"2261","NR4A2(+)","NEU(2)",0.767932113527698
"2263","NRF1(+)","NEU(2)",0.16166037463465
"2266","PHF2(+)","NEU(2)",0.747025007974324
"2267","PHF8(+)","NEU(2)",0.0287472288447736
"2268","PML(+)","NEU(2)",0.141588742457872
"2269","POLE3(+)","NEU(2)",0.419172581462594
"2273","POU2F1(+)","NEU(2)",1.45748026706444
"2274","PPARA(+)","NEU(2)",0.52713736442307
"2275","PRDM1(+)","NEU(2)",0.717018096050016
"2277","RAD21(+)","NEU(2)",0.245521894062481
"2280","RB1(+)","NEU(2)",1.21984250458898
"2281","RBBP5(+)","NEU(2)",0.00381682139782199
"2282","RCOR1(+)","NEU(2)",0.424351939774696
"2284","RELA(+)","NEU(2)",0.188091164735491
"2285","RELB(+)","NEU(2)",0.143277697774024
"2286","REST(+)","NEU(2)",0.740971560543351
"2289","RFXANK(+)","NEU(2)",0.833742255929203
"2290","RFXAP(+)","NEU(2)",0.251912490568792
"2291","RUNX2(+)","NEU(2)",1.56488621932665
"2292","RUNX3(+)","NEU(2)",1.62385703018114
"2293","SAP30(+)","NEU(2)",0.0240666061614057
"2294","SETDB1(+)","NEU(2)",0.424326928024778
"2296","SMARCA4(+)","NEU(2)",1.14298456396743
"2298","SMARCC2(+)","NEU(2)",1.13945290614679
"2300","SNAI1(+)","NEU(2)",0.317855830736648
"2303","SP2(+)","NEU(2)",0.00158548815860652
"2304","SP3(+)","NEU(2)",0.122496303045297
"2305","SP4(+)","NEU(2)",1.28258260159414
"2309","SREBF2(+)","NEU(2)",0.179963296905666
"2310","SRF(+)","NEU(2)",0.0588900552454809
"2313","STAT3(+)","NEU(2)",0.0652505928408767
"2314","STAT4(+)","NEU(2)",1.68922114613176
"2317","SUPT20H(+)","NEU(2)",0.514432088257775
"2319","TAF1(+)","NEU(2)",0.858567039394762
"2320","TAF7(+)","NEU(2)",0.342761548732447
"2323","TBP(+)","NEU(2)",0.342721878204764
"2324","TBX19(+)","NEU(2)",0.184109620558522
"2325","TBX21(+)","NEU(2)",2.4011970165575
"2328","TCF3(+)","NEU(2)",0.298675782155274
"2330","TCF7(+)","NEU(2)",2.4392143864027
"2335","TFEB(+)","NEU(2)",0.173252475241752
"2336","TFEC(+)","NEU(2)",0.328011221138552
"2338","THAP11(+)","NEU(2)",0.18720715005988
"2339","TRIM28(+)","NEU(2)",0.599588489644968
"2341","UBTF(+)","NEU(2)",0.69271611728481
"2344","VDR(+)","NEU(2)",0.116709022884197
"2345","WRNIP1(+)","NEU(2)",0.478245242345196
"2346","XBP1(+)","NEU(2)",1.10706772706505
"2347","XRCC4(+)","NEU(2)",0.301840568671446
"2348","YY1(+)","NEU(2)",0.195886889356465
"2349","ZBTB11(+)","NEU(2)",0.326988751939973
"2352","ZBTB17(+)","NEU(2)",0.79590269253278
"2353","ZBTB33(+)","NEU(2)",0.213734929066566
"2356","ZEB1(+)","NEU(2)",1.94215547536807
"2357","ZFP1(+)","NEU(2)",0.109938400782172
"2358","ZFX(+)","NEU(2)",0.186864125458648
"2360","ZHX1(+)","NEU(2)",0.202410112041423
"2361","ZMIZ1(+)","NEU(2)",0.395425199328204
"2363","ZNF143(+)","NEU(2)",0.159394034441911
"2364","ZNF200(+)","NEU(2)",0.277230808817673
"2369","ZNF350(+)","NEU(2)",1.44179870436152
"2371","ZNF362(+)","NEU(2)",0.332846408326377
"2372","ZNF384(+)","NEU(2)",0.541896450055379
"2375","ZNF467(+)","NEU(2)",0.38555375038529
"2376","ZNF493(+)","NEU(2)",0.760655619217652
"2377","ZNF570(+)","NEU(2)",0.166529034872618
"2379","ZNF597(+)","NEU(2)",0.504031819365675
"2380","ZNF669(+)","NEU(2)",0.851851310877042
"2383","ZNF844(+)","NEU(2)",1.05760244427615
"2384","ZNF92(+)","NEU(2)",0.309799367989174
"2385","AHCTF1(+)","Plalelet",1.69323474491361
"2410","CEBPA(+)","Plalelet",0.912508745840853
"2415","CEBPZ(+)","Plalelet",0.782395622621223
"2421","CREB3L4(+)","Plalelet",0.332069012030258
"2424","CREM(+)","Plalelet",1.95997004101004
"2429","E2F1(+)","Plalelet",2.6474714813779
"2438","ELF1(+)","Plalelet",1.568129375469
"2443","ELK3(+)","Plalelet",2.23310577849623
"2456","FLI1(+)","Plalelet",2.28806007058268
"2466","FOXO3(+)","Plalelet",2.26469854872095
"2470","GABPA(+)","Plalelet",0.837831767886295
"2472","GATA1(+)","Plalelet",2.66482838833996
"2473","GATA2(+)","Plalelet",2.52405505644923
"2477","HBP1(+)","Plalelet",2.65743599364014
"2481","HIC1(+)","Plalelet",0.733269457896545
"2491","IKZF2(+)","Plalelet",0.289599711629431
"2500","JDP2(+)","Plalelet",0.0881202644462297
"2512","KLF3(+)","Plalelet",1.27754538691597
"2513","KLF4(+)","Plalelet",0.225741524698745
"2515","KLF9(+)","Plalelet",2.64982860564403
"2516","LEF1(+)","Plalelet",2.46660531034977
"2518","MAF(+)","Plalelet",0.207015150404394
"2523","MAGEF1(+)","Plalelet",2.06130912102097
"2524","MAX(+)","Plalelet",2.64578708655583
"2529","MGA(+)","Plalelet",2.21989322281576
"2534","MTA3(+)","Plalelet",2.52732116314478
"2542","NFE2(+)","Plalelet",1.29416359082686
"2552","NR1D1(+)","Plalelet",0.0152696545497477
"2554","NR1H2(+)","Plalelet",2.19130043592559
"2562","PBX1(+)","Plalelet",2.48443646181262
"2563","PBX3(+)","Plalelet",1.15869958134585
"2564","PHF2(+)","Plalelet",0.417636810733126
"2585","RFX2(+)","Plalelet",2.2528387322217
"2589","RUNX2(+)","Plalelet",1.06005783189621
"2592","SETDB1(+)","Plalelet",0.408958406660392
"2597","SMC3(+)","Plalelet",1.81483099251986
"2616","SUZ12(+)","Plalelet",1.71101041423741
"2619","TAL1(+)","Plalelet",2.66100516951674
"2632","TFE3(+)","Plalelet",2.05579899878106
"2636","THAP11(+)","Plalelet",2.45874253136401
"2641","USF2(+)","Plalelet",2.17074424150225
"2642","VDR(+)","Plalelet",0.346955794205621
"2644","XBP1(+)","Plalelet",0.143945829086289
"2647","ZBTB11(+)","Plalelet",2.54853805503722
"2666","ZNF319(+)","Plalelet",0.719325174382239
"2676","ZNF587(+)","Plalelet",1.99172954812908
"2678","ZNF669(+)","Plalelet",0.506056453676272
"2682","ZNF92(+)","Plalelet",0.842771446375332
